Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
IA住宿服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,90
IA住宿服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,2513
IA住宿服務業#營業盈餘(新台幣百萬元),1981,A,原始值,1571
IB.餐飲業#生產總額(新台幣百萬元),1981,A,原始值,21420
IB.餐飲業#中間消費(新台幣百萬元),1981,A,原始值,10748
IB.餐飲業#國內生產毛額(新台幣百萬元),1981,A,原始值,10672
IB.餐飲業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1553
IB.餐飲業#固定資本消耗(新台幣百萬元),1981,A,原始值,236
IB.餐飲業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5557
IB.餐飲業#營業盈餘(新台幣百萬元),1981,A,原始值,3326
J.資訊及通訊傳播業#生產總額(新台幣百萬元),1981,A,原始值,48351
J.資訊及通訊傳播業#中間消費(新台幣百萬元),1981,A,原始值,13974
J.資訊及通訊傳播業#國內生產毛額(新台幣百萬元),1981,A,原始值,34377
J.資訊及通訊傳播業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2560
J.資訊及通訊傳播業#固定資本消耗(新台幣百萬元),1981,A,原始值,9808
J.資訊及通訊傳播業#受僱人員報酬(新台幣百萬元),1981,A,原始值,12713
J.資訊及通訊傳播業#營業盈餘(新台幣百萬元),1981,A,原始值,9296
JA.傳播業#生產總額(新台幣百萬元),1981,A,原始值,17696
JA.傳播業#中間消費(新台幣百萬元),1981,A,原始值,9358
JA.傳播業#國內生產毛額(新台幣百萬元),1981,A,原始值,8338
JA.傳播業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,253
JA.傳播業#固定資本消耗(新台幣百萬元),1981,A,原始值,491
JA.傳播業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5159
JA.傳播業#營業盈餘(新台幣百萬元),1981,A,原始值,2435
JB.電信業#生產總額(新台幣百萬元),1981,A,原始值,29570
JB.電信業#中間消費(新台幣百萬元),1981,A,原始值,4283
JB.電信業#國內生產毛額(新台幣百萬元),1981,A,原始值,25287
JB.電信業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,2286
JB.電信業#固定資本消耗(新台幣百萬元),1981,A,原始值,9284
JB.電信業#受僱人員報酬(新台幣百萬元),1981,A,原始值,7028
JB.電信業#營業盈餘(新台幣百萬元),1981,A,原始值,6689
JC.資訊業#生產總額(新台幣百萬元),1981,A,原始值,1085
JC.資訊業#中間消費(新台幣百萬元),1981,A,原始值,333
JC.資訊業#國內生產毛額(新台幣百萬元),1981,A,原始值,752
JC.資訊業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,21
JC.資訊業#固定資本消耗(新台幣百萬元),1981,A,原始值,33
JC.資訊業#受僱人員報酬(新台幣百萬元),1981,A,原始值,526
JC.資訊業#營業盈餘(新台幣百萬元),1981,A,原始值,172
K.金融及保險業#生產總額(新台幣百萬元),1981,A,原始值,85079
K.金融及保險業#中間消費(新台幣百萬元),1981,A,原始值,16084
K.金融及保險業#國內生產毛額(新台幣百萬元),1981,A,原始值,68995
K.金融及保險業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,11222
K.金融及保險業#固定資本消耗(新台幣百萬元),1981,A,原始值,2010
K.金融及保險業#受僱人員報酬(新台幣百萬元),1981,A,原始值,32534
K.金融及保險業#營業盈餘(新台幣百萬元),1981,A,原始值,23229
KA.金融中介業#生產總額(新台幣百萬元),1981,A,原始值,69755
KA.金融中介業#中間消費(新台幣百萬元),1981,A,原始值,10927
KA.金融中介業#國內生產毛額(新台幣百萬元),1981,A,原始值,58828
KA.金融中介業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,10133
KA.金融中介業#固定資本消耗(新台幣百萬元),1981,A,原始值,1762
KA.金融中介業#受僱人員報酬(新台幣百萬元),1981,A,原始值,24719
KA.金融中介業#營業盈餘(新台幣百萬元),1981,A,原始值,22214
KB.保險業#生產總額(新台幣百萬元),1981,A,原始值,15093
KB.保險業#中間消費(新台幣百萬元),1981,A,原始值,5118
KB.保險業#國內生產毛額(新台幣百萬元),1981,A,原始值,9975
KB.保險業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1059
KB.保險業#固定資本消耗(新台幣百萬元),1981,A,原始值,238
KB.保險業#受僱人員報酬(新台幣百萬元),1981,A,原始值,7766
KB.保險業#營業盈餘(新台幣百萬元),1981,A,原始值,912
KC.證券期貨及其他金融業#生產總額(新台幣百萬元),1981,A,原始值,231
KC.證券期貨及其他金融業#中間消費(新台幣百萬元),1981,A,原始值,39
KC.證券期貨及其他金融業#國內生產毛額(新台幣百萬元),1981,A,原始值,192
KC.證券期貨及其他金融業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,30
KC.證券期貨及其他金融業#固定資本消耗(新台幣百萬元),1981,A,原始值,10
KC.證券期貨及其他金融業#受僱人員報酬(新台幣百萬元),1981,A,原始值,49
KC.證券期貨及其他金融業#營業盈餘(新台幣百萬元),1981,A,原始值,103
L.不動產及住宅服務業#生產總額(新台幣百萬元),1981,A,原始值,133972
L.不動產及住宅服務業#中間消費(新台幣百萬元),1981,A,原始值,46517
L.不動產及住宅服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,87455
L.不動產及住宅服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,8063
L.不動產及住宅服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,12698
L.不動產及住宅服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3379
L.不動產及住宅服務業#營業盈餘(新台幣百萬元),1981,A,原始值,63315
LA.不動產業#生產總額(新台幣百萬元),1981,A,原始值,20822
LA.不動產業#中間消費(新台幣百萬元),1981,A,原始值,11909
LA.不動產業#國內生產毛額(新台幣百萬元),1981,A,原始值,8913
LA.不動產業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,652
LA.不動產業#固定資本消耗(新台幣百萬元),1981,A,原始值,437
LA.不動產業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3379
LA.不動產業#營業盈餘(新台幣百萬元),1981,A,原始值,4445
LB.住宅服務#生產總額(新台幣百萬元),1981,A,原始值,113150
LB.住宅服務#中間消費(新台幣百萬元),1981,A,原始值,34608
LB.住宅服務#國內生產毛額(新台幣百萬元),1981,A,原始值,78542
LB.住宅服務#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,7411
LB.住宅服務#固定資本消耗(新台幣百萬元),1981,A,原始值,12261
LB.住宅服務#受僱人員報酬(新台幣百萬元),1981,A,原始值,0
LB.住宅服務#營業盈餘(新台幣百萬元),1981,A,原始值,58870
M.專業、科學及技術服務業#生產總額(新台幣百萬元),1981,A,原始值,30135
M.專業、科學及技術服務業#中間消費(新台幣百萬元),1981,A,原始值,10402
M.專業、科學及技術服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,19733
M.專業、科學及技術服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,371
M.專業、科學及技術服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,2050
M.專業、科學及技術服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,12060
M.專業、科學及技術服務業#營業盈餘(新台幣百萬元),1981,A,原始值,5252
N.支援服務業#生產總額(新台幣百萬元),1981,A,原始值,15605
N.支援服務業#中間消費(新台幣百萬元),1981,A,原始值,4358
N.支援服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,11247
N.支援服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,413
N.支援服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,1599
N.支援服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,3851
N.支援服務業#營業盈餘(新台幣百萬元),1981,A,原始值,5384
NA.租賃業#生產總額(新台幣百萬元),1981,A,原始值,9932
NA.租賃業#中間消費(新台幣百萬元),1981,A,原始值,1892
NA.租賃業#國內生產毛額(新台幣百萬元),1981,A,原始值,8040
NA.租賃業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,212
NA.租賃業#固定資本消耗(新台幣百萬元),1981,A,原始值,1558
NA.租賃業#受僱人員報酬(新台幣百萬元),1981,A,原始值,1135
NA.租賃業#營業盈餘(新台幣百萬元),1981,A,原始值,5135
NB.其他支援服務業#生產總額(新台幣百萬元),1981,A,原始值,5673
NB.其他支援服務業#中間消費(新台幣百萬元),1981,A,原始值,2466
NB.其他支援服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,3207
NB.其他支援服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,201
NB.其他支援服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,41
NB.其他支援服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,2716
NB.其他支援服務業#營業盈餘(新台幣百萬元),1981,A,原始值,249
O.公共行政及國防；強制性社會安全#生產總額(新台幣百萬元),1981,A,原始值,265073
O.公共行政及國防；強制性社會安全#中間消費(新台幣百萬元),1981,A,原始值,108375
O.公共行政及國防；強制性社會安全#國內生產毛額(新台幣百萬元),1981,A,原始值,156698
O.公共行政及國防；強制性社會安全#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,31
O.公共行政及國防；強制性社會安全#固定資本消耗(新台幣百萬元),1981,A,原始值,19474
O.公共行政及國防；強制性社會安全#受僱人員報酬(新台幣百萬元),1981,A,原始值,137193
O.公共行政及國防；強制性社會安全#營業盈餘(新台幣百萬元),1981,A,原始值,0
P.教育服務業#生產總額(新台幣百萬元),1981,A,原始值,55102
P.教育服務業#中間消費(新台幣百萬元),1981,A,原始值,6999
P.教育服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,48103
P.教育服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,-256
P.教育服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,3479
P.教育服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,44928
P.教育服務業#營業盈餘(新台幣百萬元),1981,A,原始值,-48
Q.醫療保健及社會工作服務業#生產總額(新台幣百萬元),1981,A,原始值,22867
Q.醫療保健及社會工作服務業#中間消費(新台幣百萬元),1981,A,原始值,9663
Q.醫療保健及社會工作服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,13204
Q.醫療保健及社會工作服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,225
Q.醫療保健及社會工作服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,1496
Q.醫療保健及社會工作服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,9048
Q.醫療保健及社會工作服務業#營業盈餘(新台幣百萬元),1981,A,原始值,2435
QA.醫療保健服務業#生產總額(新台幣百萬元),1981,A,原始值,21659
QA.醫療保健服務業#中間消費(新台幣百萬元),1981,A,原始值,9057
QA.醫療保健服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,12602
QA.醫療保健服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,213
QA.醫療保健服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,1469
QA.醫療保健服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,8485
QA.醫療保健服務業#營業盈餘(新台幣百萬元),1981,A,原始值,2435
QB.社會工作服務業#生產總額(新台幣百萬元),1981,A,原始值,1208
QB.社會工作服務業#中間消費(新台幣百萬元),1981,A,原始值,606
QB.社會工作服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,602
QB.社會工作服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,12
QB.社會工作服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,27
QB.社會工作服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,563
QB.社會工作服務業#營業盈餘(新台幣百萬元),1981,A,原始值,0
R.藝術、娛樂及休閒服務業#生產總額(新台幣百萬元),1981,A,原始值,15726
R.藝術、娛樂及休閒服務業#中間消費(新台幣百萬元),1981,A,原始值,6684
R.藝術、娛樂及休閒服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,9042
R.藝術、娛樂及休閒服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1327
R.藝術、娛樂及休閒服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,1060
R.藝術、娛樂及休閒服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,5713
R.藝術、娛樂及休閒服務業#營業盈餘(新台幣百萬元),1981,A,原始值,942
S.其他服務業#生產總額(新台幣百萬元),1981,A,原始值,49431
S.其他服務業#中間消費(新台幣百萬元),1981,A,原始值,12314
S.其他服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,37117
S.其他服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,1034
S.其他服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,774
S.其他服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,30106
S.其他服務業#營業盈餘(新台幣百萬元),1981,A,原始值,5203
SA.宗教、職業及類似組織#生產總額(新台幣百萬元),1981,A,原始值,7210
SA.宗教、職業及類似組織#中間消費(新台幣百萬元),1981,A,原始值,3305
SA.宗教、職業及類似組織#國內生產毛額(新台幣百萬元),1981,A,原始值,3905
SA.宗教、職業及類似組織#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,145
SA.宗教、職業及類似組織#固定資本消耗(新台幣百萬元),1981,A,原始值,152
SA.宗教、職業及類似組織#受僱人員報酬(新台幣百萬元),1981,A,原始值,3608
SA.宗教、職業及類似組織#營業盈餘(新台幣百萬元),1981,A,原始值,0
SB.家事服務業#生產總額(新台幣百萬元),1981,A,原始值,8121
SB.家事服務業#中間消費(新台幣百萬元),1981,A,原始值,0
SB.家事服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,8121
SB.家事服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,0
SB.家事服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,0
SB.家事服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,8121
SB.家事服務業#營業盈餘(新台幣百萬元),1981,A,原始值,0
SC.未分類其他服務業#生產總額(新台幣百萬元),1981,A,原始值,34100
SC.未分類其他服務業#中間消費(新台幣百萬元),1981,A,原始值,9009
SC.未分類其他服務業#國內生產毛額(新台幣百萬元),1981,A,原始值,25091
SC.未分類其他服務業#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,889
SC.未分類其他服務業#固定資本消耗(新台幣百萬元),1981,A,原始值,622
SC.未分類其他服務業#受僱人員報酬(新台幣百萬元),1981,A,原始值,18377
SC.未分類其他服務業#營業盈餘(新台幣百萬元),1981,A,原始值,5203
合計#生產總額(新台幣百萬元),1981,A,原始值,4445064
合計#中間消費(新台幣百萬元),1981,A,原始值,2716271
合計#國內生產毛額(新台幣百萬元),1981,A,原始值,1728793
合計#生產及進口稅淨額(新台幣百萬元),1981,A,原始值,157799
合計#固定資本消耗(新台幣百萬元),1981,A,原始值,182313
合計#受僱人員報酬(新台幣百萬元),1981,A,原始值,877093
合計#營業盈餘(新台幣百萬元),1981,A,原始值,511588
進口稅#生產總額(新台幣百萬元),1981,A,原始值,76250
進口稅#中間消費(新台幣百萬元),1981,A,原始值,
